Year,Country of Asylum Code,Country of Asylum Name,Population Type,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total
2015,BRA,Brazil,ASY,0,0,0,20,0,0,20,0,0,0,25,0,0,25,45
2015,BRA,Brazil,REF,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2015,BIH,Bosnia and Herzegovina,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,BGR,Bulgaria,ASY,0,0,0,0,0,41,41,0,0,0,0,0,34,34,75
2015,BGR,Bulgaria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,CAN,Canada,ASY,5,9,5,76,6,0,101,5,8,5,93,5,0,116,236
2015,CAN,Canada,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314
2015,CHN,China,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,CHL,Chile,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2015,CHL,Chile,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,COL,Colombia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,CRI,Costa Rica,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2015,CRI,Costa Rica,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2015,CYP,Cyprus,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
2015,CYP,Cyprus,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2015,CZE,Czechia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241
2015,CZE,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
2015,DNK,Denmark,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2015,DNK,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2015,DOM,Dominican Republic,ASY,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2015,EST,Estonia,ASY,0,0,5,10,0,0,15,0,0,7,11,0,0,18,33
2015,EST,Estonia,REF,0,0,9,16,7,0,32,6,0,8,13,0,0,27,59
2015,FJI,Fiji,ASY,0,0,6,0,0,0,6,0,0,0,0,0,0,0,6
2015,FIN,Finland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2015,FIN,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2015,FRA,France,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533
2015,FRA,France,REF,0,0,0,0,0,585,585,0,0,0,0,0,453,453,1038
2015,GBR,United Kingdom of Great Britain and Northern Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
2015,GBR,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
2015,GEO,Georgia,ASY,0,8,0,19,0,0,27,0,0,0,9,0,0,9,36
2015,GEO,Georgia,REF,48,56,33,237,36,0,410,26,47,22,145,18,0,258,668
2015,DEU,Germany,ASY,353,405,201,2011,226,0,3196,399,453,216,2124,88,0,3280,6628
2015,DEU,Germany,REF,8,31,20,110,16,0,185,12,22,17,74,10,0,135,320
2015,GRC,Greece,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
2015,GRC,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
2015,GTM,Guatemala,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,HKG,"China, Hong Kong Special Administrative Region",ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,HRV,Croatia,ASY,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2015,HRV,Croatia,REF,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2015,HUN,Hungary,ASY,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11
2015,HUN,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2015,ISL,Iceland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,ISL,Iceland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2015,IND,India,ASY,0,0,0,6,0,0,6,0,0,0,7,0,0,7,13
2015,IDN,Indonesia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,IRL,Ireland,ASY,0,5,0,33,5,0,43,6,6,0,31,5,0,48,91
2015,IRL,Ireland,REF,0,0,0,42,6,0,48,0,0,5,50,0,0,55,103
2015,IRQ,Iraq,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,ITA,Italy,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3106
2015,ITA,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870
2015,JOR,Jordan,ASY,0,0,5,10,0,0,15,0,10,0,0,0,0,10,25
2015,JOR,Jordan,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,JPN,Japan,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2015,KAZ,Kazakhstan,ASY,0,0,0,5,0,0,5,0,8,5,0,0,0,13,18
2015,KAZ,Kazakhstan,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,KGZ,Kyrgyzstan,ASY,0,0,0,5,0,0,5,0,0,0,5,0,0,5,10
2015,KGZ,Kyrgyzstan,REF,0,0,0,5,0,0,5,0,0,0,5,0,0,5,10
2015,KOR,Republic of Korea,ASY,0,0,0,12,0,0,12,0,0,0,5,0,0,5,17
2015,KOR,Republic of Korea,REF,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2015,KWT,Kuwait,ASY,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2015,LBN,Lebanon,ASY,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2015,LBN,Lebanon,OOC,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2015,LIE,Liechtenstein,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2015,LKA,Sri Lanka,ASY,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2015,LTU,Lithuania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2015,LTU,Lithuania,REF,0,5,5,20,0,0,30,0,10,0,20,0,0,30,60
2015,LUX,Luxembourg,ASY,0,0,0,0,0,13,13,0,0,0,0,0,11,11,24
2015,LUX,Luxembourg,REF,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6
2015,LVA,Latvia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2015,LVA,Latvia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MRT,Mauritania,REF,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2015,MKD,Republic of North Macedonia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MDA,Republic of Moldova,ASY,0,6,0,19,0,0,25,0,6,0,20,0,0,26,51
2015,MDA,Republic of Moldova,REF,0,9,0,37,21,0,67,0,0,6,22,7,0,35,102
2015,MEX,Mexico,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MEX,Mexico,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2015,MYS,Malaysia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MNE,Montenegro,ASY,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2015,MNE,Montenegro,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MAR,Morocco,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MLT,Malta,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2015,MLT,Malta,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
2015,NAM,Namibia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,NLD,Netherlands,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313
2015,NLD,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2015,NOR,Norway,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2015,NOR,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,NZL,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,PAN,Panama,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,PAN,Panama,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,PER,Peru,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2015,POL,Poland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719
2015,POL,Poland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2015,PRT,Portugal,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
2015,PRT,Portugal,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
2015,ROU,Romania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9
2015,ROU,Romania,REF,0,0,5,12,0,0,17,6,0,0,14,0,0,20,37
2015,ZAF,South Africa,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2015,ZAF,South Africa,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2015,RUS,Russian Federation,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097
2015,RUS,Russian Federation,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311407
2015,ESP,Spain,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,SRB,Serbia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,SRB,Serbia,REF,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2015,SVK,Slovakia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2015,SVN,Slovenia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,SVN,Slovenia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,SWE,Sweden,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697
2015,SWE,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
2015,CHE,Switzerland,ASY,0,0,0,0,0,119,119,0,0,0,0,0,63,63,182
2015,CHE,Switzerland,REF,0,0,0,6,0,0,6,0,0,0,10,0,0,10,16
2015,SYR,Syrian Arab Republic,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,THA,Thailand,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,TJK,Tajikistan,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,TGO,Togo,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,TTO,Trinidad and Tobago,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,TUR,Turkey,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,TUR,Turkey,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,UKR,Ukraine,IDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600000
2015,UKR,Ukraine,RET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,URY,Uruguay,REF,0,0,0,6,0,0,6,0,0,0,0,5,0,5,11
2015,USA,United States of America,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3859
2015,USA,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486
2016,ALB,Albania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,ALB,Albania,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,ARG,Argentina,ASY,0,5,9,60,11,0,85,0,6,0,88,5,0,99,184
2016,ARG,Argentina,REF,0,5,0,25,5,0,35,0,0,9,34,5,0,48,83
2016,ARM,Armenia,ASY,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
2016,ARM,Armenia,REF,10,12,0,42,0,0,64,5,10,9,25,0,0,49,113
2016,AUS,Australia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
2016,AUS,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2016,AUT,Austria,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846
2016,AUT,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301
2016,AZE,Azerbaijan,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2016,AZE,Azerbaijan,REF,0,0,0,9,0,0,9,0,0,0,0,0,0,0,9
2016,BEL,Belgium,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
2016,BEL,Belgium,REF,0,0,0,0,0,82,82,0,0,0,0,0,84,84,166
2016,BLR,Belarus,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
2016,BLR,Belarus,REF,0,0,0,0,0,0,0,0,0,0,5,0,0,5,1184
2016,BOL,Bolivia (Plurinational State of),REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BRA,Brazil,ASY,0,0,0,0,0,19,19,0,0,0,0,0,29,29,48
2016,BRA,Brazil,REF,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7
2016,BGR,Bulgaria,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
2016,BGR,Bulgaria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CAN,Canada,ASY,0,0,0,53,0,0,53,0,0,0,103,0,0,103,338
2016,CAN,Canada,REF,0,5,6,54,0,0,65,0,7,6,74,0,0,87,1077
2016,CHL,Chile,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2016,CHL,Chile,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,COL,Colombia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CRI,Costa Rica,REF,0,0,0,0,0,6,6,0,0,0,0,0,8,8,14
2016,CYP,Cyprus,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
2016,CYP,Cyprus,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2016,CZE,Czechia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
2016,CZE,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
2016,DNK,Denmark,ASY,0,0,0,0,0,14,14,0,0,0,0,0,22,22,53
2016,DNK,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2016,DOM,Dominican Republic,REF,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2016,EST,Estonia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,EST,Estonia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
2016,FJI,Fiji,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FIN,Finland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2016,FIN,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2016,FRA,France,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636
2016,FRA,France,REF,0,0,0,0,0,769,769,0,0,0,0,0,613,613,1382
2016,GBR,United Kingdom of Great Britain and Northern Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2016,GBR,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
2016,GEO,Georgia,ASY,0,0,0,7,0,0,7,0,7,0,0,0,0,7,14
2016,GEO,Georgia,REF,41,67,29,259,36,0,432,27,49,26,148,20,0,270,702
2016,DEU,Germany,ASY,343,398,192,1991,245,0,3169,433,454,222,1977,91,0,3177,6346
2016,DEU,Germany,REF,8,27,17,137,31,0,220,9,18,20,74,14,0,135,355
2016,GRC,Greece,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
2016,GRC,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
2016,GTM,Guatemala,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,HRV,Croatia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,HRV,Croatia,REF,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2016,HUN,Hungary,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2016,HUN,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2016,ISL,Iceland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2016,IND,India,ASY,0,0,0,5,0,0,5,5,0,0,0,0,0,5,10
2016,IDN,Indonesia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,IRL,Ireland,ASY,0,0,5,24,6,0,35,5,6,0,19,5,0,35,70
2016,IRL,Ireland,REF,0,5,0,40,5,0,50,0,5,0,53,0,0,58,108
2016,IRQ,Iraq,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,ISR,Israel,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6797
2016,ITA,Italy,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544
2016,ITA,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3720
2016,JOR,Jordan,ASY,0,0,5,11,0,0,16,0,11,0,0,0,0,11,27
2016,JOR,Jordan,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,KAZ,Kazakhstan,ASY,0,0,0,5,0,0,5,0,0,13,0,0,0,13,18
2016,KGZ,Kyrgyzstan,ASY,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2016,KGZ,Kyrgyzstan,REF,0,0,0,7,0,0,7,0,0,0,7,0,0,7,14
2016,KOR,Republic of Korea,ASY,5,0,0,6,0,0,11,0,0,0,0,0,0,0,11
2016,KOR,Republic of Korea,REF,0,0,0,8,0,0,8,0,0,0,0,0,0,0,8
2016,KWT,Kuwait,ASY,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2016,LBN,Lebanon,ASY,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2016,LBN,Lebanon,OOC,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2016,LIE,Liechtenstein,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2016,LIE,Liechtenstein,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2016,LKA,Sri Lanka,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,LTU,Lithuania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2016,LTU,Lithuania,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
2016,LUX,Luxembourg,ASY,0,0,0,0,0,15,15,0,0,0,0,0,23,23,38
2016,LUX,Luxembourg,REF,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6
2016,LVA,Latvia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,LVA,Latvia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,MRT,Mauritania,REF,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2016,MDA,Republic of Moldova,ASY,0,5,12,0,0,0,17,0,5,0,7,0,0,12,29
2016,MDA,Republic of Moldova,REF,0,5,0,26,17,0,48,0,0,6,12,8,0,26,74
2016,MEX,Mexico,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,MEX,Mexico,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2016,MNE,Montenegro,ASY,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2016,MNE,Montenegro,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,MLT,Malta,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
2016,MLT,Malta,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
2016,NAM,Namibia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,NPL,Nepal,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,NLD,Netherlands,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
2016,NLD,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2016,NOR,Norway,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2016,NOR,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2016,NZL,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,PAN,Panama,ASY,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2016,PAN,Panama,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,PER,Peru,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,PER,Peru,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2016,POL,Poland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520
2016,POL,Poland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
2016,PRT,Portugal,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
2016,PRT,Portugal,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328
2016,ROU,Romania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,ROU,Romania,REF,0,0,5,15,0,0,20,0,0,5,14,0,0,19,39
2016,ZAF,South Africa,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2016,ZAF,South Africa,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2016,RUS,Russian Federation,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2183
2016,RUS,Russian Federation,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226232
2016,ESP,Spain,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555
2016,ESP,Spain,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
2016,SRB,Serbia,REF,0,0,0,5,0,0,5,0,0,0,9,0,0,9,14
2016,SVK,Slovakia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2016,SVN,Slovenia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,SVN,Slovenia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,SWE,Sweden,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810
2016,SWE,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
2016,CHE,Switzerland,ASY,5,7,5,38,5,0,60,7,0,6,35,5,0,53,113
2016,CHE,Switzerland,REF,0,0,7,12,5,5,29,0,0,0,6,0,0,6,35
2016,SYR,Syrian Arab Republic,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,THA,Thailand,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,THA,Thailand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,TJK,Tajikistan,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,TGO,Togo,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,TUR,Turkey,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,TUR,Turkey,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,UKR,Ukraine,IDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000
2016,UKR,Ukraine,RET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2016,URY,Uruguay,REF,0,0,0,6,0,0,6,0,0,0,0,5,0,5,11
2016,USA,United States of America,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5985
2016,USA,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573
2017,ALB,Albania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ALB,Albania,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ARG,Argentina,ASY,0,0,8,43,5,0,56,0,6,0,70,0,0,76,159
2017,ARG,Argentina,REF,0,6,0,30,7,0,43,0,7,0,39,5,0,51,94
2017,ARM,Armenia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ARM,Armenia,REF,9,11,0,45,0,0,65,5,8,9,26,0,0,48,113
2017,AUS,Australia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
2017,AUS,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2017,AUT,Austria,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770
2017,AUT,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292
2017,AZE,Azerbaijan,REF,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2017,BEL,Belgium,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
2017,BEL,Belgium,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
2017,BLR,Belarus,ASY,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
2017,BLR,Belarus,REF,0,0,0,0,0,0,0,0,0,0,5,0,0,5,1694
2017,BOL,Bolivia (Plurinational State of),REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BRA,Brazil,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
2017,BRA,Brazil,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2017,BGR,Bulgaria,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
2017,BGR,Bulgaria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CAN,Canada,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432
2017,CAN,Canada,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126
2017,CHL,Chile,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHL,Chile,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,COL,Colombia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CRI,Costa Rica,REF,0,0,0,0,0,7,7,0,0,0,0,0,10,10,17
2017,CYP,Cyprus,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
2017,CYP,Cyprus,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2017,CZE,Czechia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
2017,CZE,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
2017,DNK,Denmark,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2017,DNK,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2017,DOM,Dominican Republic,REF,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2017,ECU,Ecuador,ASY,0,0,0,6,0,0,6,0,0,0,8,0,0,8,14
2017,ECU,Ecuador,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,EST,Estonia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
2017,FIN,Finland,ASY,0,0,0,0,0,11,11,0,0,0,0,0,11,11,22
2017,FIN,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2017,FRA,France,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
2017,FRA,France,REF,0,0,0,0,0,895,895,0,0,0,0,0,710,710,1605
2017,GBR,United Kingdom of Great Britain and Northern Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
